"c_hlevel"|"c_fullname"|"c_name"|"c_synonym_cd"|"c_visualattributes"|"c_totalnum"|"c_basecode"|"c_metadataxml"|"c_facttablecolumn"|"c_tablename"|"c_columnname"|"c_columndatatype"|"c_operator"|"c_dimcode"|"c_comment"|"c_tooltip"|"m_applied_path"|"update_date"|"download_date"|"import_date"|"sourcesystem_cd"|"valuetype_cd"|"m_exclusion_cd"|"c_path"|"c_symbol"
"6"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8377771\A8377534\"|"00.12 Administration Of Inhaled Nitric Oxide"|"N"|"LA"||"ICD9CM:00.12"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8377771\A8377534\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2004AA-2020AB, CUI:SEE AUI"|"Procedures ICD9\Procedures and inter...here Classified\Pharmaceuticals\Administration of in...ed nitric oxide\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"6"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8377771\A8377676\"|"00.13 Injection Or Infusion Of Nesiritide"|"N"|"LA"||"ICD9CM:00.13"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8377771\A8377676\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2004AA-2020AB, CUI:SEE AUI"|"Procedures ICD9\Procedures and inter...here Classified\Pharmaceuticals\Injection or infusio...n of nesiritide\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"6"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8377771\A8377677\"|"00.14 Injection Or Infusion Of Oxazolidinone Class Of Antibiotics"|"N"|"LA"||"ICD9CM:00.14"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8377771\A8377677\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2004AA-2020AB, CUI:SEE AUI"|"Procedures ICD9\Procedures and inter...here Classified\Pharmaceuticals\Injection or infusio... of antibiotics\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"6"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8377771\A8377988\"|"00.15 High-Dose Infusion Interleukin-2 [Il-2]"|"N"|"LA"||"ICD9CM:00.15"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8377771\A8377988\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2004AA-2020AB, CUI:SEE AUI"|"Procedures ICD9\Procedures and inter...here Classified\Pharmaceuticals\High-dose infusion i...leukin-2 [IL-2]\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"6"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8377771\A8378500\"|"00.16 Pressurized Treatment Of Venous Bypass Graft [Conduit] With Pharmaceutical Substance"|"N"|"LA"||"ICD9CM:00.16"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8377771\A8378500\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2004AC-2020AB, CUI:SEE AUI"|"Procedures ICD9\Procedures and inter...here Classified\Pharmaceuticals\Pressurized treatmen...tical substance\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"6"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8377771\A8378292\"|"00.17 Infusion Of Vasopressor Agent"|"N"|"LA"||"ICD9CM:00.17"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8377771\A8378292\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2004AC-2020AB, CUI:SEE AUI"|"Procedures ICD9\Procedures and inter...here Classified\Pharmaceuticals\Infusion of vasopres...sopressor agent\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"6"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8377771\A12970275\"|"00.18 Infusion Of Immunosuppressive Antibody Therapy During Induction Phase Of Solid Organ Transplantation"|"N"|"LA"||"ICD9CM:00.18"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8377771\A12970275\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2005AC-2020AB, CUI:SEE AUI"|"Procedures ICD9\Procedures and inter...here Classified\Pharmaceuticals\Infusion of immunosu...transplantation\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"6"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8377771\A12963599\"|"00.19 Disruption Of Blood Brain Barrier Via Infusion [Bbbd]"|"N"|"LA"||"ICD9CM:00.19"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8377771\A12963599\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2007AC-2020AB, CUI:SEE AUI"|"Procedures ICD9\Procedures and inter...here Classified\Pharmaceuticals\Disruption of blood ...infusion [BBBD]\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"5"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8378340\"|"00.2 Intravascular Imaging Of Blood Vessels"|"N"|"FA"||"ICD9CM:00.2"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8378340\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:HT, Valid:2004AC-2020AB, CUI:SEE AUI"|"Procedures ICD9\Procedures and inter...here Classified\Intravascular imagin...f blood vessels\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"6"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8378340\A8378344\"|"00.21 Intravascular Imaging Of Extracranial Cerebral Vessels"|"N"|"LA"||"ICD9CM:00.21"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8378340\A8378344\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2004AC-2020AB, CUI:SEE AUI"|"Procedures ICD9\Procedures and inter...here Classified\Intravascular imagin...f blood vessels\Intravascular imagin...erebral vessels\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"6"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8378340\A8378346\"|"00.22 Intravascular Imaging Of Intrathoracic Vessels"|"N"|"LA"||"ICD9CM:00.22"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8378340\A8378346\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2004AC-2020AB, CUI:SEE AUI"|"Procedures ICD9\Procedures and inter...here Classified\Intravascular imagin...f blood vessels\Intravascular imagin...horacic vessels\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"6"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8378340\A8378347\"|"00.23 Intravascular Imaging Of Peripheral Vessels"|"N"|"LA"||"ICD9CM:00.23"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8378340\A8378347\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2004AC-2020AB, CUI:SEE AUI"|"Procedures ICD9\Procedures and inter...here Classified\Intravascular imagin...f blood vessels\Intravascular imagin...ipheral vessels\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"6"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8378340\A8378343\"|"00.24 Intravascular Imaging Of Coronary Vessels"|"N"|"LA"||"ICD9CM:00.24"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8378340\A8378343\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2004AC-2020AB, CUI:SEE AUI"|"Procedures ICD9\Procedures and inter...here Classified\Intravascular imagin...f blood vessels\Intravascular imagin...oronary vessels\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"6"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8378340\A8378349\"|"00.25 Intravascular Imaging Of Renal Vessels"|"N"|"LA"||"ICD9CM:00.25"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8378340\A8378349\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2004AC-2020AB, CUI:SEE AUI"|"Procedures ICD9\Procedures and inter...here Classified\Intravascular imagin...f blood vessels\Intravascular imagin...f renal vessels\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"6"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8378340\A8378351\"|"00.28 Intravascular Imaging, Other Specified Vessel(S)"|"N"|"LA"||"ICD9CM:00.28"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8378340\A8378351\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2004AC-2020AB, CUI:SEE AUI"|"Procedures ICD9\Procedures and inter...here Classified\Intravascular imagin...f blood vessels\Intravascular imagin...ified vessel(s)\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"6"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8378340\A8378352\"|"00.29 Intravascular Imaging, Unspecified Vessel(S)"|"N"|"LA"||"ICD9CM:00.29"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8378340\A8378352\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2004AC-2020AB, CUI:SEE AUI"|"Procedures ICD9\Procedures and inter...here Classified\Intravascular imagin...f blood vessels\Intravascular imagin...ified vessel(s)\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"5"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8378685\"|"00.3 Computer Assisted Surgery [Cas]"|"N"|"FA"||"ICD9CM:00.3"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8378685\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:HT, Valid:2004AC-2020AB, CUI:SEE AUI"|"Procedures ICD9\Procedures and inter...here Classified\Computer assisted su...d surgery [CAS]\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"6"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8378685\A8378686\"|"00.31 Computer Assisted Surgery With Ct/Cta"|"N"|"LA"||"ICD9CM:00.31"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8378685\A8378686\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2004AC-2020AB, CUI:SEE AUI"|"Procedures ICD9\Procedures and inter...here Classified\Computer assisted su...d surgery [CAS]\Computer assisted su...ery with CT/CTA\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"6"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8378685\A8378687\"|"00.32 Computer Assisted Surgery With Mr/Mra"|"N"|"LA"||"ICD9CM:00.32"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8378685\A8378687\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2004AC-2020AB, CUI:SEE AUI"|"Procedures ICD9\Procedures and inter...here Classified\Computer assisted su...d surgery [CAS]\Computer assisted su...ery with MR/MRA\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"6"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8378685\A8378688\"|"00.33 Computer Assisted Surgery With Fluoroscopy"|"N"|"LA"||"ICD9CM:00.33"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8378685\A8378688\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2004AC-2020AB, CUI:SEE AUI"|"Procedures ICD9\Procedures and inter...here Classified\Computer assisted su...d surgery [CAS]\Computer assisted su...ith fluoroscopy\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"6"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8378685\A8378269\"|"00.34 Imageless Computer Assisted Surgery"|"N"|"LA"||"ICD9CM:00.34"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8378685\A8378269\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2004AC-2020AB, CUI:SEE AUI"|"Procedures ICD9\Procedures and inter...here Classified\Computer assisted su...d surgery [CAS]\Imageless computer a...ssisted surgery\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"6"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8378685\A8378689\"|"00.35 Computer Assisted Surgery With Multiple Datasets"|"N"|"LA"||"ICD9CM:00.35"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8378685\A8378689\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2004AC-2020AB, CUI:SEE AUI"|"Procedures ICD9\Procedures and inter...here Classified\Computer assisted su...d surgery [CAS]\Computer assisted su...ltiple datasets\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"6"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8378685\A8378434\"|"00.39 Other Computer Assisted Surgery"|"N"|"LA"||"ICD9CM:00.39"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8378685\A8378434\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2004AC-2020AB, CUI:SEE AUI"|"Procedures ICD9\Procedures and inter...here Classified\Computer assisted su...d surgery [CAS]\Other computer assis...ssisted surgery\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"5"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8378832\"|"00.4 Adjunct Vascular System Procedures"|"N"|"FA"||"ICD9CM:00.4"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8378832\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:HT, Valid:2005AC-2020AB, CUI:SEE AUI"|"Procedures ICD9\Procedures and inter...here Classified\Adjunct Vascular Sys...stem Procedures\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"6"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8378832\A20883047\"|"00.40 Adjunct Vascular System Procedure On Single Vessel"|"N"|"LA"||"ICD9CM:00.40"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8378832\A20883047\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2005AC-2020AB, CUI:SEE AUI"|"Procedures ICD9\Procedures and inter...here Classified\Adjunct Vascular Sys...stem Procedures\Adjunct vascular sys...n single vessel\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"6"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8378832\A20886052\"|"00.41 Adjunct Vascular System Procedure On Two Vessels"|"N"|"LA"||"ICD9CM:00.41"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8378832\A20886052\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2005AC-2020AB, CUI:SEE AUI"|"Procedures ICD9\Procedures and inter...here Classified\Adjunct Vascular Sys...stem Procedures\Adjunct vascular sys... on two vessels\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"6"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8378832\A20886053\"|"00.42 Adjunct Vascular System Procedure On Three Vessels"|"N"|"LA"||"ICD9CM:00.42"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8378832\A20886053\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2005AC-2020AB, CUI:SEE AUI"|"Procedures ICD9\Procedures and inter...here Classified\Adjunct Vascular Sys...stem Procedures\Adjunct vascular sys...n three vessels\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"6"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8378832\A20886054\"|"00.43 Adjunct Vascular System Procedure On Four Or More Vessels"|"N"|"LA"||"ICD9CM:00.43"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A19384078\A8378832\A20886054\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2005AC-2020AB, CUI:SEE AUI"|"Procedures ICD9\Procedures and inter...here Classified\Adjunct Vascular Sys...stem Procedures\Adjunct vascular sys...or more vessels\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
